Company name;Postcode;Primary UK SIC (2007) code;All UK SIC (2007) codes;Website
SKYMOONS EDINBURGH LIMITED;EH3 7PE;62011;62011;
KINDABA LIMITED;EH2 4HQ;62011;62011;
ROBOTICISE LTD;EH25 9LG;58210;"58210
58290
62012
63110";
ASKTHOMAS LTD;EH7 6LN;62011;"62011
62012
62020";
CJG STUDIO LTD;EH2 3JG;58210;"58210
58290";
INDIE CHAMPIONS LTD;EH2 1DF;58210;"58210
62011";
JUKEBOX LABS LTD;EH2 4AD;58210;58210;
RAEL LTD;EH3 5DQ;62020;"62011
62012
62020";
DADDYSPY LTD;EH7 5PP;58210;"58210
58290";
DRIBBLE LIMITED;EH8 7DR;62011;"62011
62012
63990
79909";
STONE/SPARK LIMITED;EH3 7AA;62011;62011;
2BLIND2DRAW LTD;EH2 3JG;58210;"58210
58290
59112
90030";
DARK OATH GAMES LIMITED;EH2 3JG;58210;"58210
62011";
GEORGE AND THE GOAT LTD;EH6 6PA;62011;"62011
62012
62020";
STEALTHWARE.IO LTD;EH6 6RR;62011;62011;
VIRTUAL VENUE DESIGN LTD;EH12 5HD;58290;"58290
62011";
DIGITAL ASSETS GROUP LIMITED;EH2 3JG;47910;"47910
62011
62020
63990";
8BITSKULL LTD;EH2 1EN;58210;58210;
TECKLE VENTURES LIMITED;EH15 2RE;62011;62011;
SMIRNOV GROUP LTD;EH6 5FF;47910;"47910
62011";
REAL TIME SCOREBOARD LTD;EH48 4DR;62011;62011;
BAMBOO DEVELOPMENT LTD;EH5 2GF;58210;58210;
SCHIZOTYPY GAME DEVELOPMENT LIMITED;EH2 1DF;59112;"59112
62011";
ZEN-WULVER LTD;EH2 1DF;58210;"58210
62011
62012
62020";
PAYBAK LIMITED;EH9 2LD;58210;58210;
PICOJAR LTD;EH10 4DF;62011;62011;
SOLIX LIMITED;EH3 9QA;62011;62011;
AMBER FRAGMENT LIMITED;EH30 9QQ;58210;58210;
DTOPOKER LTD;EH3 6SA;62011;62011;
VITRIOL 3D LTD;EH7 4GG;58210;58210;
BEARHAMMER GAMES LTD;EH9 2NW;58210;"58210
62011";
UGS OFFICIAL LTD;EH54 6DH;47190;"47190
62011";
DESPOT STUDIO LTD;EH6 7BY;32401;"32401
58210";
ALTER SEA LTD;EH5 2GB;62011;"62011
62012
73110";
WEE SEEDS LTD;EH5 3EW;62011;"62011
62012
85100";
SMART FACTORY PROJECT LTD;EH5 1HN;62011;"62011
62020
62030
63120";
JACKED HAGGIS LTD;EH11 2EW;58290;"58290
62011
62012";
MONEYMATIX LTD;EH54 9AZ;62011;"62011
63990
64999";
EXPERIENCE HORSE KINDNESS LTD;EH39 5QB;58210;"58210
85590
90030
96040";
INCENTIVE HOLDINGS LIMITED;EH30 9AA;62011;62011;
INCENTIVE GAMES LIMITED;EH12 5HD;62011;62011;
ROYF GAMES LIMITED;EH12 9BY;58210;"58210
62011
62012";
LAZY BOY DEVELOPMENTS LTD;EH32 9SE;58210;58210;
SOLASTA TECH SOLUTIONS LTD;EH530TB;62011;"62011
62012
62020";
BRILLIANT BIOLOGY LTD;EH4 1DS;58210;"58210
74202
74203
79901";
HAIKU INTERACTIVE LIMITED;EH7 6JA;58210;58210;
HPNB LTD;EH12 0AP;62011;"62011
86900";
CROSSROAD GAMES CIC;EH21 6UU;58210;58210;
METAPHASIC SOFTWARE LIMITED;EH54 6DA;62011;"62011
62012";
SOMEWHAT UNSETTLING LTD;EH2 3JG;58210;"58210
62011";
NORTH SEA GAMES LIMITED;EH3 8HE;32401;"32401
58210";
MIND CONTROLLED GAMES LTD;EH1 2QZ;58210;58210;
NOVORIGO LTD;EH2 1EN;58210;"58210
61100
62012
63990";
LOTHIAN DIGITAL SOLUTIONS LTD;EH22 1LA;62011;"62011
62012
62020";
HIGHSTAKES LTD;EH3 7BD;58210;"58210
92000";
SB GAMES LIMITED;EH6 6RR;62011;62011;
TRANGO INC LTD;EH15 2BE;62011;"47410
47421
62011
62020";
17 SEAS LTD;EH2 3JG;62011;62011;
THEWEBXRLAB LTD;EH3 5QR;62011;62011;
YALDI GAMES LTD;EH8 7AP;62011;62011;
VK GAMES LTD.;EH1 2BD;58210;"58210
58290
62011
62020";
SPIRIT FLAME TECHNOLOGIES LIMITED;EH14 5EA;26200;"26200
62011
62012
72190";
LAVENDERGAMES LTD;EH8 9RZ;62011;62011;
KRAJOVSKY MEDIA LTD;EH3 9PU;62011;62011;
FUZZY GAMES LIMITED;EH13 0HN;58210;58210;
SNAKEBITE STUDIOS LTD;EH12 6AD;58210;"58210
58290";
CLIPTHAT GAMING LABS LIMITED;EH3 8EX;62011;"62011
62012";
LOCH MEDIA LIMITED;EH6 6RP;62011;62011;
FERN TURTLE GAMES LIMITED;EH10 4JL;62011;62011;
